Categorization System,,,,,
0 North America,,,,,
,00 Americana,,,,
,,,,125.33 Pressure Cook,
,,,,125.34 Slow Cooker,
,,,,125.35 Sous Vide,
,,,,125.36 Raw,
,,,125.4 Whole Grains (ex. Quinoa),,
,,,,125.40 Oven,
,,,,125.41 Stovetop,
,,,,125.42 Grill,
,,,,125.43 Pressure Cook,
,,,,125.44 Slow Cooker,
,,,,125.45 Sous Vide,
,,,,125.46 Raw,
,,126 Vegetables,,,
,13 Chile,,,,
,,130 Chicken,,,
,,,130.0 Breast,,
,,,,130.00 Oven,
,,,,130.01 Stovetop,
,,,,130.02 Grill,
,,,,130.03 Pressure Cook,
,,,,130.04 Slow Cooker,
,,,,130.05 Sous Vide,
,,,130.1 Thigh,,
,,,,130.00 Oven,
,,,,130.01 Stovetop,
,,,,130.02 Grill,
,,,,130.03 Pressure Cook,
,,,,130.04 Slow Cooker,
,,,,130.05 Sous Vide,
,,,130.2 Wing,,
,,,,130.00 Oven,
,,,,130.01 Stovetop,
,,,,130.02 Grill,
,,,,130.03 Pressure Cook,
,,,,130.04 Slow Cooker,
,,,,130.05 Sous Vide,
,,,130.3 Drumstick,,
,,,,130.00 Oven,
,,,,130.01 Stovetop,
,,,,130.02 Grill,
,,,,130.03 Pressure Cook,
,,,,130.04 Slow Cooker,
,,,,130.05 Sous Vide,
,,,130.4 Ground,,
,,,,130.00 Oven,
,,,,130.01 Stovetop,
,,,,130.02 Grill,
,,,,130.03 Pressure Cook,
,,,,130.04 Slow Cooker,
,,,,130.05 Sous Vide,
,,131 Beef,,,
,,,131.1 Skirt/Flank,,
,,,,131.10 Oven,
,,,,131.11 Stovetop,
,,,,131.12 Grill,
,,,,131.13 Pressure Cook,
,,,,131.14 Slow Cooker,
,,,,131.15 Sous Vide,
,,,131.2 Brisket,,
,,,,131.20 Oven,
,,,,131.21 Stovetop,
,,,,131.22 Grill,
,,,,131.23 Pressure Cook,
,,,,131.24 Slow Cooker,
,,,,131.25 Sous Vide,
,,,131.3 Round,,
,,,,131.30 Oven,
,,,,131.31 Stovetop,
,,,,131.32 Grill,
,,,,131.33 Pressure Cook,
,,,,131.34 Slow Cooker,
,,,,131.35 Sous Vide,
,,,131.4 Ground,,
,,,,131.40 Oven,
,,,,131.41 Stovetop,
,,,,131.42 Grill,
,,,,131.43 Pressure Cook,
,,,,131.44 Slow Cooker,
,,,,131.45 Sous Vide,
,,,131.5 Chuck,,
,,,,131.50 Oven,
,,,,131.51 Stovetop,
,,,,131.52 Grill,
,,,,131.53 Pressure Cook,
,,,,131.54 Slow Cooker,
,,,,131.55 Sous Vide,
,,,131.6 Loin,,
,,,,131.60 Oven,
,,,,131.61 Stovetop,
,,,,131.62 Grill,
,,,,131.63 Pressure Cook,
,,,,131.64 Slow Cooker,
,,,,131.65 Sous Vide,
,,132 Pork,,,
,,,132.0 Butt/Shoulder,,
,,,,132.00 Oven,
,,,,132.01 Stovetop,
,,,,132.02 Grill,
,,,,132.03 Pressure Cook,
,,,,132.04 Slow Cooker,
,,,,132.05 Sous Vide,
,,,132.1 Loin,,
,,,,132.10 Oven,
,,,,132.11 Stovetop,
,,,,132.12 Grill,
,,,,132.13 Pressure Cook,
,,,,132.14 Slow Cooker,
,,,,132.15 Sous Vide,
,,,132.2 Ribs,,
,,,,132.20 Oven,
,,,,132.21 Stovetop,
,,,,132.22 Grill,
,,,,132.23 Pressure Cook,
,,,,132.24 Slow Cooker,
,,,,132.25 Sous Vide,
,,,132.3 Tenderloin,,
,,,,132.30 Oven,
,,,,132.31 Stovetop,
,,,,132.32 Grill,
,,,,132.33 Pressure Cook,
,,,,132.34 Slow Cooker,
,,,,132.35 Sous Vide,
,,,132.4 Chop,,
,,,,132.40 Oven,
,,,,132.41 Stovetop,
,,,,132.42 Grill,
,,,,132.43 Pressure Cook,
,,,,132.44 Slow Cooker,
,,,,132.45 Sous Vide,
,,,132.5 Belly,,
,,,,132.50 Oven,
,,,,132.51 Stovetop,
,,,,132.52 Grill,
,,,,132.53 Pressure Cook,
,,,,132.54 Slow Cooker,
,,,,132.55 Sous Vide,
,,133 Fish,,,
,,,133.0 Salmon,,
,,,,133.00 Oven,
,,,,133.01 Stovetop,
,,,,133.02 Grill,
,,,,133.03 Pressure Cook,
,,,,133.04 Slow Cooker,
,,,,133.05 Sous Vide,
,,,,133.06 Raw,
,,,133.1 Tuna,,
,,,,133.10 Oven,
,,,,133.11 Stovetop,
,,,,133.12 Grill,
,,,,133.13 Pressure Cook,
,,,,133.14 Slow Cooker,
,,,,133.15 Sous Vide,
,,,,133.16 Raw,
,,,133.2 Cod,,
,,,,133.20 Oven,
,,,,133.21 Stovetop,
,,,,133.22 Grill,
,,,,133.23 Pressure Cook,
,,,,133.24 Slow Cooker,
,,,,133.25 Sous Vide,
,,,,133.26 Raw,
,,,133.3 Tilapia,,
,,,,133.30 Oven,
,,,,133.31 Stovetop,
,,,,133.32 Grill,
,,,,133.33 Pressure Cook,
,,,,133.34 Slow Cooker,
,,,,133.35 Sous Vide,
,,,,133.36 Raw,
,,,133.4 Swordfish,,
,,,,133.40 Oven,
,,,,133.41 Stovetop,
,,,,133.42 Grill,
,,,,133.43 Pressure Cook,
,,,,133.44 Slow Cooker,
,,,,133.45 Sous Vide,
,,,,133.46 Raw,
,,,133.5 Trout,,
,,,,133.50 Oven,
,,,,133.51 Stovetop,
,,,,133.52 Grill,
,,,,133.53 Pressure Cook,
,,,,133.54 Slow Cooker,
,,,,133.55 Sous Vide,
,,,,133.56 Raw,
,,134 Shelfish,,,
,,,134.0 Shrimp,,
,,,,134.00 Oven,
,,,,134.01 Stovetop,
,,,,134.02 Grill,
,,,,134.03 Pressure Cook,
,,,,134.04 Slow Cooker,
,,,,134.05 Sous Vide,
,,,,134.06 Raw,
,,,134.1 Crab,,
,,,,134.10 Oven,
,,,,134.11 Stovetop,
,,,,134.12 Grill,
,,,,134.13 Pressure Cook,
,,,,134.14 Slow Cooker,
,,,,134.15 Sous Vide,
,,,,134.16 Raw,
,,,134.2 Clam,,
,,,,134.20 Oven,
,,,,134.21 Stovetop,
,,,,134.22 Grill,
,,,,134.23 Pressure Cook,
,,,,134.24 Slow Cooker,
,,,,134.25 Sous Vide,
,,,,134.26 Raw,
,,,134.3 Lobster,,
,,,,134.30 Oven,
,,,,134.31 Stovetop,
,,,,134.32 Grill,
,,,,134.33 Pressure Cook,
,,,,134.34 Slow Cooker,
,,,,134.35 Sous Vide,
,,,,134.36 Raw,
,,,134.4 Scallops,,
,,,,134.40 Oven,
,,,,134.41 Stovetop,
,,,,134.42 Grill,
,,,,134.43 Pressure Cook,
,,,,134.44 Slow Cooker,
,,,,134.45 Sous Vide,
,,,,134.46 Raw,
,,,134.5 Mussels,,
,,,,134.50 Oven,
,,,,134.51 Stovetop,
,,,,134.52 Grill,
,,,,134.53 Pressure Cook,
,,,,134.54 Slow Cooker,
,,,,134.55 Sous Vide,
,,,,134.56 Raw,
,,135 Plant Protein,,,
,,,135.0 Tofu,,
,,,,135.00 Oven,
,,,,135.01 Stovetop,
,,,,135.02 Grill,
,,,,135.03 Pressure Cook,
,,,,135.04 Slow Cooker,
,,,,135.05 Sous Vide,
,,,,135.06 Raw,
,,,135.1 Seitan,,
,,,,135.10 Oven,
,,,,135.11 Stovetop,
,,,,135.12 Grill,
,,,,135.13 Pressure Cook,
,,,,135.14 Slow Cooker,
,,,,135.15 Sous Vide,
,,,,135.16 Raw,
,,,135.2 Tempeh,,
,,,,135.20 Oven,
,,,,135.21 Stovetop,
,,,,135.22 Grill,
,,,,135.23 Pressure Cook,
,,,,135.24 Slow Cooker,
,,,,135.25 Sous Vide,
,,,,135.26 Raw,
,,,"135.3 Legumes (Chickpeas, Lentils, etc)",,
,,,,135.30 Oven,
,,,,135.31 Stovetop,
,,,,135.32 Grill,
,,,,135.33 Pressure Cook,
,,,,135.34 Slow Cooker,
,,,,135.35 Sous Vide,
,,,,135.36 Raw,
,,,135.4 Whole Grains (ex. Quinoa),,
,,,,135.40 Oven,
,,,,135.41 Stovetop,
,,,,135.42 Grill,
,,,,135.43 Pressure Cook,
,,,,135.44 Slow Cooker,
,,,,135.45 Sous Vide,
,,,,135.46 Raw,
,,136 Vegetables,,,
,14 Colombia,,,,
,,140 Chicken,,,
,,,140.0 Breast,,
,,,,140.00 Oven,
,,,,140.01 Stovetop,
,,,,140.02 Grill,
,,,,140.03 Pressure Cook,
,,,,140.04 Slow Cooker,
,,,,140.05 Sous Vide,
,,,140.1 Thigh,,
,,,,140.00 Oven,
,,,,140.01 Stovetop,
,,,,140.02 Grill,
,,,,140.03 Pressure Cook,
,,,,140.04 Slow Cooker,
,,,,140.05 Sous Vide,
,,,140.2 Wing,,
,,,,140.00 Oven,
,,,,140.01 Stovetop,
,,,,140.02 Grill,
,,,,140.03 Pressure Cook,
,,,,140.04 Slow Cooker,
,,,,140.05 Sous Vide,
,,,140.3 Drumstick,,
,,,,140.00 Oven,
,,,,140.01 Stovetop,
,,,,140.02 Grill,
,,,,140.03 Pressure Cook,
,,,,140.04 Slow Cooker,
,,,,140.05 Sous Vide,
,,,140.4 Ground,,
,,,,140.00 Oven,
,,,,140.01 Stovetop,
,,,,140.02 Grill,
,,,,140.03 Pressure Cook,
,,,,140.04 Slow Cooker,
,,,,140.05 Sous Vide,
,,141 Beef,,,
,,,141.1 Skirt/Flank,,
,,,,141.10 Oven,
,,,,141.11 Stovetop,
,,,,141.12 Grill,
,,,,141.13 Pressure Cook,
,,,,141.14 Slow Cooker,
,,,,141.15 Sous Vide,
,,,141.2 Brisket,,
,,,,141.20 Oven,
,,,,141.21 Stovetop,
,,,,141.22 Grill,
,,,,141.23 Pressure Cook,
,,,,141.24 Slow Cooker,
,,,,141.25 Sous Vide,
,,,141.3 Round,,
,,,,141.30 Oven,
,,,,141.31 Stovetop,
,,,,141.32 Grill,
,,,,141.33 Pressure Cook,
,,,,141.34 Slow Cooker,
,,,,141.35 Sous Vide,
,,,141.4 Ground,,
,,,,141.40 Oven,
,,,,141.41 Stovetop,
,,,,141.42 Grill,
,,,,141.43 Pressure Cook,
,,,,141.44 Slow Cooker,
,,,,141.45 Sous Vide,
,,,141.5 Chuck,,
,,,,141.50 Oven,
,,,,141.51 Stovetop,
,,,,141.52 Grill,
,,,,141.53 Pressure Cook,
,,,,141.54 Slow Cooker,
,,,,141.55 Sous Vide,
,,,141.6 Loin,,
,,,,141.60 Oven,
,,,,141.61 Stovetop,
,,,,141.62 Grill,
,,,,141.63 Pressure Cook,
,,,,141.64 Slow Cooker,
,,,,141.65 Sous Vide,
,,142 Pork,,,
,,,142.0 Butt/Shoulder,,
,,,,142.00 Oven,
,,,,142.01 Stovetop,
,,,,142.02 Grill,
,,,,142.03 Pressure Cook,
,,,,142.04 Slow Cooker,
,,,,142.05 Sous Vide,
,,,142.1 Loin,,
,,,,142.10 Oven,
,,,,142.11 Stovetop,
,,,,142.12 Grill,
,,,,142.13 Pressure Cook,
,,,,142.14 Slow Cooker,
,,,,142.15 Sous Vide,
,,,142.2 Ribs,,
,,,,142.20 Oven,
,,,,142.21 Stovetop,
,,,,142.22 Grill,
,,,,142.23 Pressure Cook,
,,,,142.24 Slow Cooker,
,,,,142.25 Sous Vide,
,,,142.3 Tenderloin,,
,,,,142.30 Oven,
,,,,142.31 Stovetop,
,,,,142.32 Grill,
,,,,142.33 Pressure Cook,
,,,,142.34 Slow Cooker,
,,,,142.35 Sous Vide,
,,,142.4 Chop,,
,,,,142.40 Oven,
,,,,142.41 Stovetop,
,,,,142.42 Grill,
,,,,142.43 Pressure Cook,
,,,,142.44 Slow Cooker,
,,,,142.45 Sous Vide,
,,,142.5 Belly,,
,,,,142.50 Oven,
,,,,142.51 Stovetop,
,,,,142.52 Grill,
,,,,142.53 Pressure Cook,
,,,,142.54 Slow Cooker,
,,,,142.55 Sous Vide,
,,143 Fish,,,
,,,143.0 Salmon,,
,,,,143.00 Oven,
,,,,143.01 Stovetop,
,,,,143.02 Grill,
,,,,143.03 Pressure Cook,
,,,,143.04 Slow Cooker,
,,,,143.05 Sous Vide,
,,,,143.06 Raw,
,,,143.1 Tuna,,
,,,,143.10 Oven,
,,,,143.11 Stovetop,
,,,,143.12 Grill,
,,,,143.13 Pressure Cook,
,,,,143.14 Slow Cooker,
,,,,143.15 Sous Vide,
,,,,143.16 Raw,
,,,143.2 Cod,,
,,,,143.20 Oven,
,,,,143.21 Stovetop,
,,,,143.22 Grill,
,,,,143.23 Pressure Cook,
,,,,143.24 Slow Cooker,
,,,,143.25 Sous Vide,
,,,,143.26 Raw,
,,,143.3 Tilapia,,
,,,,143.30 Oven,
,,,,143.31 Stovetop,
,,,,143.32 Grill,
,,,,143.33 Pressure Cook,
,,,,143.34 Slow Cooker,
,,,,143.35 Sous Vide,
,,,,143.36 Raw,
,,,143.4 Swordfish,,
,,,,143.40 Oven,
,,,,143.41 Stovetop,
,,,,143.42 Grill,
,,,,143.43 Pressure Cook,
,,,,143.44 Slow Cooker,
,,,,143.45 Sous Vide,
,,,,143.46 Raw,
,,,143.5 Trout,,
,,,,143.50 Oven,
,,,,143.51 Stovetop,
,,,,143.52 Grill,
,,,,143.53 Pressure Cook,
,,,,143.54 Slow Cooker,
,,,,143.55 Sous Vide,
,,,,143.56 Raw,
,,144 Shelfish,,,
,,,144.0 Shrimp,,
,,,,144.00 Oven,
,,,,144.01 Stovetop,
,,,,144.02 Grill,
,,,,144.03 Pressure Cook,
,,,,144.04 Slow Cooker,
,,,,144.05 Sous Vide,
,,,,144.06 Raw,
,,,144.1 Crab,,
,,,,144.10 Oven,
,,,,144.11 Stovetop,
,,,,144.12 Grill,
,,,,144.13 Pressure Cook,
,,,,144.14 Slow Cooker,
,,,,144.15 Sous Vide,
,,,,144.16 Raw,
,,,144.2 Clam,,
,,,,144.20 Oven,
,,,,144.21 Stovetop,
,,,,144.22 Grill,
,,,,144.23 Pressure Cook,
,,,,144.24 Slow Cooker,
,,,,144.25 Sous Vide,
,,,,144.26 Raw,
,,,144.3 Lobster,,
,,,,144.30 Oven,
,,,,144.31 Stovetop,
,,,,144.32 Grill,
,,,,144.33 Pressure Cook,
,,,,144.34 Slow Cooker,
,,,,144.35 Sous Vide,
,,,,144.36 Raw,
,,,144.4 Scallops,,
,,,,144.40 Oven,
,,,,144.41 Stovetop,
,,,,144.42 Grill,
,,,,144.43 Pressure Cook,
,,,,144.44 Slow Cooker,
,,,,144.45 Sous Vide,
,,,,144.46 Raw,
,,,144.5 Mussels,,
,,,,144.50 Oven,
,,,,144.51 Stovetop,
,,,,144.52 Grill,
,,,,144.53 Pressure Cook,
,,,,144.54 Slow Cooker,
,,,,144.55 Sous Vide,
,,,,144.56 Raw,
,,145 Plant Protein,,,
,,,145.0 Tofu,,
,,,,145.00 Oven,
,,,,145.01 Stovetop,
,,,,145.02 Grill,
,,,,145.03 Pressure Cook,
,,,,145.04 Slow Cooker,
,,,,145.05 Sous Vide,
,,,,145.06 Raw,
,,,145.1 Seitan,,
,,,,145.10 Oven,
,,,,145.11 Stovetop,
,,,,145.12 Grill,
,,,,145.13 Pressure Cook,
,,,,145.14 Slow Cooker,
,,,,145.15 Sous Vide,
,,,,145.16 Raw,
,,,145.2 Tempeh,,
,,,,145.20 Oven,
,,,,145.21 Stovetop,
,,,,145.22 Grill,
,,,,145.23 Pressure Cook,
,,,,145.24 Slow Cooker,
,,,,145.25 Sous Vide,
,,,,145.26 Raw,
,,,"145.3 Legumes (Chickpeas, Lentils, etc)",,
,,,,145.30 Oven,
,,,,145.31 Stovetop,
,,,,145.32 Grill,
,,,,145.33 Pressure Cook,
,,,,145.34 Slow Cooker,
,,,,145.35 Sous Vide,
,,,,145.36 Raw,
,,,145.4 Whole Grains (ex. Quinoa),,
,,,,145.40 Oven,
,,,,145.41 Stovetop,
,,,,145.42 Grill,
,,,,145.43 Pressure Cook,
,,,,145.44 Slow Cooker,
,,,,145.45 Sous Vide,
,,,,145.46 Raw,
,,146 Vegetables,,,
,15 Venezuela,,,,
,,150 Chicken,,,
,,,150.0 Breast,,
,,,,150.00 Oven,
,,,,150.01 Stovetop,
,,,,150.02 Grill,
,,,,150.03 Pressure Cook,
,,,,150.04 Slow Cooker,
,,,,150.05 Sous Vide,
,,,150.1 Thigh,,
,,,,150.00 Oven,
,,,,150.01 Stovetop,
,,,,150.02 Grill,
,,,,150.03 Pressure Cook,
,,,,150.04 Slow Cooker,
,,,,150.05 Sous Vide,
,,,150.2 Wing,,
,,,,150.00 Oven,
,,,,150.01 Stovetop,
,,,,150.02 Grill,
,,,,150.03 Pressure Cook,
,,,,150.04 Slow Cooker,
,,,,150.05 Sous Vide,
,,,150.3 Drumstick,,
,,,,150.00 Oven,
,,,,150.01 Stovetop,
,,,,150.02 Grill,
,,,,150.03 Pressure Cook,
,,,,150.04 Slow Cooker,
,,,,150.05 Sous Vide,
,,,150.4 Ground,,
,,,,150.00 Oven,
,,,,150.01 Stovetop,
,,,,150.02 Grill,
,,,,150.03 Pressure Cook,
,,,,150.04 Slow Cooker,
,,,,150.05 Sous Vide,
,,151 Beef,,,
,,,151.1 Skirt/Flank,,
,,,,151.10 Oven,
,,,,151.11 Stovetop,
,,,,151.12 Grill,
,,,,151.13 Pressure Cook,
,,,,151.14 Slow Cooker,
,,,,151.15 Sous Vide,
,,,151.2 Brisket,,
,,,,151.20 Oven,
,,,,151.21 Stovetop,
,,,,151.22 Grill,
,,,,151.23 Pressure Cook,
,,,,151.24 Slow Cooker,
,,,,151.25 Sous Vide,
,,,151.3 Round,,
,,,,151.30 Oven,
,,,,151.31 Stovetop,
,,,,151.32 Grill,
,,,,151.33 Pressure Cook,
,,,,151.34 Slow Cooker,
,,,,151.35 Sous Vide,
,,,151.4 Ground,,
,,,,151.40 Oven,
,,,,151.41 Stovetop,
,,,,151.42 Grill,
,,,,151.43 Pressure Cook,
,,,,151.44 Slow Cooker,
,,,,151.45 Sous Vide,
,,,151.5 Chuck,,
,,,,151.50 Oven,
,,,,151.51 Stovetop,
,,,,151.52 Grill,
,,,,151.53 Pressure Cook,
,,,,151.54 Slow Cooker,
,,,,151.55 Sous Vide,
,,,151.6 Loin,,
,,,,151.60 Oven,
,,,,151.61 Stovetop,
,,,,151.62 Grill,
,,,,151.63 Pressure Cook,
,,,,151.64 Slow Cooker,
,,,,151.65 Sous Vide,
,,152 Pork,,,
,,,152.0 Butt/Shoulder,,
,,,,152.00 Oven,
,,,,152.01 Stovetop,
,,,,152.02 Grill,
,,,,152.03 Pressure Cook,
,,,,152.04 Slow Cooker,
,,,,152.05 Sous Vide,
,,,152.1 Loin,,
,,,,152.10 Oven,
,,,,152.11 Stovetop,
,,,,152.12 Grill,
,,,,152.13 Pressure Cook,
,,,,152.14 Slow Cooker,
,,,,152.15 Sous Vide,
,,,152.2 Ribs,,
,,,,152.20 Oven,
,,,,152.21 Stovetop,
,,,,152.22 Grill,
,,,,152.23 Pressure Cook,
,,,,152.24 Slow Cooker,
,,,,152.25 Sous Vide,
,,,152.3 Tenderloin,,
,,,,152.30 Oven,
,,,,152.31 Stovetop,
,,,,152.32 Grill,
,,,,152.33 Pressure Cook,
,,,,152.34 Slow Cooker,
,,,,152.35 Sous Vide,
,,,152.4 Chop,,
,,,,152.40 Oven,
,,,,152.41 Stovetop,
,,,,152.42 Grill,
,,,,152.43 Pressure Cook,
,,,,152.44 Slow Cooker,
,,,,152.45 Sous Vide,
,,,152.5 Belly,,
,,,,152.50 Oven,
,,,,152.51 Stovetop,
,,,,152.52 Grill,
,,,,152.53 Pressure Cook,
,,,,152.54 Slow Cooker,
,,,,152.55 Sous Vide,
,,153 Fish,,,
,,,153.0 Salmon,,
,,,,153.00 Oven,
,,,,153.01 Stovetop,
,,,,153.02 Grill,
,,,,153.03 Pressure Cook,
,,,,153.04 Slow Cooker,
,,,,153.05 Sous Vide,
,,,,153.06 Raw,
,,,153.1 Tuna,,
,,,,153.10 Oven,
,,,,153.11 Stovetop,
,,,,153.12 Grill,
,,,,153.13 Pressure Cook,
,,,,153.14 Slow Cooker,
,,,,153.15 Sous Vide,
,,,,153.16 Raw,
,,,153.2 Cod,,
,,,,153.20 Oven,
,,,,153.21 Stovetop,
,,,,153.22 Grill,
,,,,153.23 Pressure Cook,
,,,,153.24 Slow Cooker,
,,,,153.25 Sous Vide,
,,,,153.26 Raw,
,,,153.3 Tilapia,,
,,,,153.30 Oven,
,,,,153.31 Stovetop,
,,,,153.32 Grill,
,,,,153.33 Pressure Cook,
,,,,153.34 Slow Cooker,
,,,,153.35 Sous Vide,
,,,,153.36 Raw,
,,,153.4 Swordfish,,
,,,,153.40 Oven,
,,,,153.41 Stovetop,
,,,,153.42 Grill,
,,,,153.43 Pressure Cook,
,,,,153.44 Slow Cooker,
,,,,153.45 Sous Vide,
,,,,153.46 Raw,
,,,153.5 Trout,,
,,,,153.50 Oven,
,,,,153.51 Stovetop,
,,,,153.52 Grill,
,,,,153.53 Pressure Cook,
,,,,153.54 Slow Cooker,
,,,,153.55 Sous Vide,
,,,,153.56 Raw,
,,154 Shelfish,,,
,,,154.0 Shrimp,,
,,,,154.00 Oven,
,,,,154.01 Stovetop,
,,,,154.02 Grill,
,,,,154.03 Pressure Cook,
,,,,154.04 Slow Cooker,
,,,,154.05 Sous Vide,
,,,,154.06 Raw,
,,,154.1 Crab,,
,,,,154.10 Oven,
,,,,154.11 Stovetop,
,,,,154.12 Grill,
,,,,154.13 Pressure Cook,
,,,,154.14 Slow Cooker,
,,,,154.15 Sous Vide,
,,,,154.16 Raw,
,,,154.2 Clam,,
,,,,154.20 Oven,
,,,,154.21 Stovetop,
,,,,154.22 Grill,
,,,,154.23 Pressure Cook,
,,,,154.24 Slow Cooker,
,,,,154.25 Sous Vide,
,,,,154.26 Raw,
,,,154.3 Lobster,,
,,,,154.30 Oven,
,,,,154.31 Stovetop,
,,,,154.32 Grill,
,,,,154.33 Pressure Cook,
,,,,154.34 Slow Cooker,
,,,,154.35 Sous Vide,
,,,,154.36 Raw,
,,,154.4 Scallops,,
,,,,154.40 Oven,
,,,,154.41 Stovetop,
,,,,154.42 Grill,
,,,,154.43 Pressure Cook,
,,,,154.44 Slow Cooker,
,,,,154.45 Sous Vide,
,,,,154.46 Raw,
,,,154.5 Mussels,,
,,,,154.50 Oven,
,,,,154.51 Stovetop,
,,,,154.52 Grill,
,,,,154.53 Pressure Cook,
,,,,154.54 Slow Cooker,
,,,,154.55 Sous Vide,
,,,,154.56 Raw,
,,155 Plant Protein,,,
,,,155.0 Tofu,,
,,,,155.00 Oven,
,,,,155.01 Stovetop,
,,,,155.02 Grill,
,,,,155.03 Pressure Cook,
,,,,155.04 Slow Cooker,
,,,,155.05 Sous Vide,
,,,,155.06 Raw,
,,,155.1 Seitan,,
,,,,155.10 Oven,
,,,,155.11 Stovetop,
,,,,155.12 Grill,
,,,,155.13 Pressure Cook,
,,,,155.14 Slow Cooker,
,,,,155.15 Sous Vide,
,,,,155.16 Raw,
,,,155.2 Tempeh,,
,,,,155.20 Oven,
,,,,155.21 Stovetop,
,,,,155.22 Grill,
,,,,155.23 Pressure Cook,
,,,,155.24 Slow Cooker,
,,,,155.25 Sous Vide,
,,,,155.26 Raw,
,,,"155.3 Legumes (Chickpeas, Lentils, etc)",,
,,,,155.30 Oven,
,,,,155.31 Stovetop,
,,,,155.32 Grill,
,,,,155.33 Pressure Cook,
,,,,155.34 Slow Cooker,
,,,,155.35 Sous Vide,
,,,,155.36 Raw,
,,,155.4 Whole Grains (ex. Quinoa),,
,,,,155.40 Oven,
,,,,155.41 Stovetop,
,,,,155.42 Grill,
,,,,155.43 Pressure Cook,
,,,,155.44 Slow Cooker,
,,,,155.45 Sous Vide,
,,,,155.46 Raw,
,,156 Vegetables,,,
,16 Other,,,,
,,160 Chicken,,,
,,,160.0 Breast,,
,,,,160.00 Oven,
,,,,160.01 Stovetop,
,,,,160.02 Grill,
,,,,160.03 Pressure Cook,
,,,,160.04 Slow Cooker,
,,,,160.05 Sous Vide,
,,,160.1 Thigh,,
,,,,160.00 Oven,
,,,,160.01 Stovetop,
,,,,160.02 Grill,
,,,,160.03 Pressure Cook,
,,,,160.04 Slow Cooker,
,,,,160.05 Sous Vide,
,,,160.2 Wing,,
,,,,160.00 Oven,
,,,,160.01 Stovetop,
,,,,160.02 Grill,
,,,,160.03 Pressure Cook,
,,,,160.04 Slow Cooker,
,,,,160.05 Sous Vide,
,,,160.3 Drumstick,,
,,,,160.00 Oven,
,,,,160.01 Stovetop,
,,,,160.02 Grill,
,,,,160.03 Pressure Cook,
,,,,160.04 Slow Cooker,
,,,,160.05 Sous Vide,
,,,160.4 Ground,,
,,,,160.00 Oven,
,,,,160.01 Stovetop,
,,,,160.02 Grill,
,,,,160.03 Pressure Cook,
,,,,160.04 Slow Cooker,
,,,,160.05 Sous Vide,
,,161 Beef,,,
,,,161.1 Skirt/Flank,,
,,,,161.10 Oven,
,,,,161.11 Stovetop,
,,,,161.12 Grill,
,,,,161.13 Pressure Cook,
,,,,161.14 Slow Cooker,
,,,,161.15 Sous Vide,
,,,161.2 Brisket,,
,,,,161.20 Oven,
,,,,161.21 Stovetop,
,,,,161.22 Grill,
,,,,161.23 Pressure Cook,
,,,,161.24 Slow Cooker,
,,,,161.25 Sous Vide,
,,,161.3 Round,,
,,,,161.30 Oven,
,,,,161.31 Stovetop,
,,,,161.32 Grill,
,,,,161.33 Pressure Cook,
,,,,161.34 Slow Cooker,
,,,,161.35 Sous Vide,
,,,161.4 Ground,,
,,,,161.40 Oven,
,,,,161.41 Stovetop,
,,,,161.42 Grill,
,,,,161.43 Pressure Cook,
,,,,161.44 Slow Cooker,
,,,,161.45 Sous Vide,
,,,161.5 Chuck,,
,,,,161.50 Oven,
,,,,161.51 Stovetop,
,,,,161.52 Grill,
,,,,161.53 Pressure Cook,
,,,,161.54 Slow Cooker,
,,,,161.55 Sous Vide,
,,,161.6 Loin,,
,,,,161.60 Oven,
,,,,161.61 Stovetop,
,,,,161.62 Grill,
,,,,161.63 Pressure Cook,
,,,,161.64 Slow Cooker,
,,,,161.65 Sous Vide,
,,162 Pork,,,
,,,162.0 Butt/Shoulder,,
,,,,162.00 Oven,
,,,,162.01 Stovetop,
,,,,162.02 Grill,
,,,,162.03 Pressure Cook,
,,,,162.04 Slow Cooker,
,,,,162.05 Sous Vide,
,,,162.1 Loin,,
,,,,162.10 Oven,
,,,,162.11 Stovetop,
,,,,162.12 Grill,
,,,,162.13 Pressure Cook,
,,,,162.14 Slow Cooker,
,,,,162.15 Sous Vide,
,,,162.2 Ribs,,
,,,,162.20 Oven,
,,,,162.21 Stovetop,
,,,,162.22 Grill,
,,,,162.23 Pressure Cook,
,,,,162.24 Slow Cooker,
,,,,162.25 Sous Vide,
,,,162.3 Tenderloin,,
,,,,162.30 Oven,
,,,,162.31 Stovetop,
,,,,162.32 Grill,
,,,,162.33 Pressure Cook,
,,,,162.34 Slow Cooker,
,,,,162.35 Sous Vide,
,,,162.4 Chop,,
,,,,162.40 Oven,
,,,,162.41 Stovetop,
,,,,162.42 Grill,
,,,,162.43 Pressure Cook,
,,,,162.44 Slow Cooker,
,,,,162.45 Sous Vide,
,,,162.5 Belly,,
,,,,162.50 Oven,
,,,,162.51 Stovetop,
,,,,162.52 Grill,
,,,,162.53 Pressure Cook,
,,,,162.54 Slow Cooker,
,,,,162.55 Sous Vide,
,,163 Fish,,,
,,,163.0 Salmon,,
,,,,163.00 Oven,
,,,,163.01 Stovetop,
,,,,163.02 Grill,
,,,,163.03 Pressure Cook,
,,,,163.04 Slow Cooker,
,,,,163.05 Sous Vide,
,,,,163.06 Raw,
,,,163.1 Tuna,,
,,,,163.10 Oven,
,,,,163.11 Stovetop,
